# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	30955
#@/user_id	arch
a 	啊	c=27 d=0.000665523 t=30955
jia kuai 	加快	c=1 d=1.85186e-14 t=30955
jia li 	佳麗	c=1 d=3.51381e-20 t=30955
jia li 	家裏	c=1 d=1.54465e-27 t=30955
jia li ren 	家裏人	c=1 d=1.568e-27 t=30955
jia mi 	加密	c=2 d=0.909373 t=30955
jia ru 	假如	c=1 d=4.02935e-13 t=30955
jia ru 	加入	c=11 d=1.88777e-10 t=30955
jia shang 	加上	c=2 d=2.04632e-12 t=30955
jia shang qu 	加上去	c=1 d=4.55484e-14 t=30955
jia ting 	家庭	c=2 d=1.13261e-16 t=30955
jia xiang 	家鄉	c=1 d=0.00878245 t=30955
jia zai 	加載	c=42 d=1.41218e-11 t=30955
jia zai lei 	加載類	c=1 d=3.74725e-12 t=30955
jia zai wan 	加載完	c=1 d=1.00102e-12 t=30955
jia zi 	架子	c=1 d=3.864e-20 t=30955
jian 	件	c=4 d=3.74725e-12 t=30955
jian 	健	c=3 d=2.06622e-08 t=30955
jian 	劍	c=1 d=9.40454e-14 t=30955
jian 	減	c=4 d=3.3363e-11 t=30955
jian 	見	c=9 d=6.74563e-13 t=30955
jian 	鍵	c=8 d=1.62626e-07 t=30955
jian 	間	c=5 d=0.0724398 t=30955
jian bang 	肩膀	c=0 d=5.07133e-14 t=30955
jian bang shang 	肩膀上	c=1 d=5.09677e-13 t=30955
jian ce 	檢測	c=1 d=0.0737123 t=30955
jian cha 	檢查	c=23 d=0.481989 t=30955
jian dan 	簡單	c=2 d=5.96871e-13 t=30955
jian fa 	減法	c=3 d=5.081e-27 t=30955
jian guan 	監管	c=1 d=6.72742e-14 t=30955
jian guo 	堅果	c=3 d=9.05763e-13 t=30955
jian guo yun 	堅果雲	c=1 d=3.36617e-15 t=30955
jian kong 	監控	c=3 d=2.51505e-13 t=30955
jian li 	建立	c=1 d=3.73821e-13 t=30955
jian li 	簡歷	c=8 d=3.73411e-12 t=30955
jian nan 	艱難	c=1 d=1.45296e-13 t=30955
jian pan 	鍵盤	c=2 d=7.43249e-10 t=30955
jian qie 	剪切	c=7 d=0.0985112 t=30955
jian qie ban 	剪切板	c=1 d=0.99005 t=30955
jian qu 	減去	c=2 d=2.23898e-12 t=30955
jian rong 	兼容	c=2 d=4.16211e-12 t=30955
jian shao 	減少	c=2 d=4.40156e-14 t=30955
jian she 	建設	c=2 d=0.00873865 t=30955
jian she yin hang 	建設銀行	c=1 d=1.09265e-13 t=30955
jian shi 	簡史	c=2 d=3.86878e-14 t=30955
jian shu 	簡書	c=5 d=1.17632e-12 t=30955
jian shu 	簡述	c=1 d=2.9038e-12 t=30955
jian suo 	檢索	c=12 d=4.93085e-06 t=30955
jian ting 	監聽	c=3 d=4.07761e-06 t=30955
jian wei 	鍵位	c=1 d=0.000626727 t=30955
jian yan 	檢驗	c=10 d=9.07659e-13 t=30955
jian yi 	建議	c=2 d=3.19076e-12 t=30955
jiang 	將	c=61 d=1.50347 t=30955
jiang 	講	c=3 d=1.2326e-07 t=30955
jiang dong 	江東	c=2 d=7.41574e-13 t=30955
jiang hui 	將會	c=5 d=1.63649e-07 t=30955
jiang hui shu chu 	將會輸出	c=1 d=3.80388e-12 t=30955
jiang ji 	降級	c=1 d=8.74013e-05 t=30955
jiang xu 	降序	c=3 d=1.536e-12 t=30955
jiang xue jin 	獎學金	c=1 d=1.02389e-13 t=30955
jiao 	交	c=1 d=9.19451e-13 t=30955
jiao 	叫	c=2 d=0.00822975 t=30955
jiao ben 	腳本	c=31 d=6.43271e-05 t=30955
jiao cheng 	教程	c=6 d=0.384045 t=30955
jiao dian 	焦點	c=2 d=2.49442e-15 t=30955
jiao hu 	交互	c=3 d=4.87972e-12 t=30955
jiao huan 	交換	c=1 d=9.58962e-08 t=30955
jiao huan sheng 	交換生	c=2 d=1.02989e-14 t=30955
jiao ji 	交集	c=1 d=1.11799e-18 t=30955
jiao le 	交了	c=1 d=1.25706e-15 t=30955
jiao liu 	交流	c=4 d=2.92008e-12 t=30955
jiao shi 	教師	c=2 d=1.66114e-12 t=30955
jiao xue 	教學	c=1 d=1.2536e-12 t=30955
jiao yan 	校驗	c=4 d=7.50456e-06 t=30955
jiao yi 	交易	c=24 d=6.54387e-05 t=30955
jiao yu 	教育	c=15 d=6.67194e-12 t=30955
jiao yu bu 	教育部	c=1 d=2.55642e-13 t=30955
jie 	接	c=1 d=2.26071e-08 t=30955
jie 	藉	c=1 d=1.19266e-14 t=30955
jie 	解	c=1 d=1.46757e-13 t=30955
jie bang 	解綁	c=6 d=0.000652494 t=30955
jie cheng 	階乘	c=1 d=1.25058e-13 t=30955
jie da 	解答	c=1 d=1.77556e-19 t=30955
jie dao 	接到	c=2 d=2.48641e-13 t=30955
jie dian 	節點	c=118 d=1.55666 t=30955
jie dian lian 	節點鏈	c=3 d=1.06995e-09 t=30955
jie dian shu 	節點樹	c=1 d=5.5633e-14 t=30955
jie duan 	截斷	c=1 d=5.48235e-18 t=30955
jie duan 	階段	c=2 d=3.30693e-13 t=30955
jie gou 	結構	c=6 d=3.54554e-08 t=30955
jie guan 	接管	c=1 d=4.75625e-23 t=30955
jie guo 	結果	c=95 d=0.16163 t=30955
jie guo ji 	結果集	c=1 d=2.28421e-12 t=30955
jie he 	結合	c=1 d=5.41194e-13 t=30955
jie jia ri 	節假日	c=9 d=1.32345e-13 t=30955
jie jue 	解決	c=4 d=1.05769e-12 t=30955
jie kai 	解開	c=7 d=4.38681e-13 t=30955
jie kou 	接口	c=106 d=0.000148549 t=30955
jie mi 	解密	c=2 d=8.6868e-14 t=30955
jie mian 	界面	c=1 d=3.09882e-12 t=30955
jie qu 	截取	c=2 d=5.94723e-05 t=30955
jie ri 	節日	c=1 d=9.89682e-26 t=30955
jie ru dian 	接入點	c=1 d=2.25059e-14 t=30955
jie shi 	解釋	c=0 d=3.84211e-13 t=30955
jie shou 	接受	c=20 d=1.19322e-05 t=30955
jie shou 	接收	c=5 d=2.74841e-12 t=30955
jie shou zhe 	接受者	c=1 d=1.40638e-12 t=30955
jie shou zhe 	接收者	c=0 d=1.87953e-13 t=30955
jie shu 	結束	c=25 d=7.43427e-06 t=30955
jie shu bian ji 	結束編輯	c=2 d=1.52446e-14 t=30955
jie shu shi jian 	結束時間	c=1 d=3.25714e-10 t=30955
jie tu 	截圖	c=3 d=0.00019258 t=30955
jie wei 	結尾	c=1 d=1.63454e-16 t=30955
jie xi 	解析	c=19 d=1.79758e-12 t=30955
jie xi qi 	解析器	c=2 d=6.57357e-14 t=30955
jie xia lai 	接下來	c=1 d=2.9043e-14 t=30955
jie ya 	解壓	c=2 d=8.16181e-23 t=30955
jie yi 	解疑	c=4 d=2.84975e-13 t=30955
jie yong 	借用	c=1 d=3.60093e-14 t=30955
jie yu 	介於	c=1 d=0.0113902 t=30955
jie zhuan 	結轉	c=1 d=4.77601e-13 t=30955
jin 	僅	c=2 d=4.07534e-13 t=30955
jin 	近	c=3 d=1.88388e-13 t=30955
jin 	進	c=3 d=7.64288e-15 t=30955
jin cheng 	進程	c=4 d=4.03412e-12 t=30955
jin du 	進度	c=3 d=1.73205e-13 t=30955
jin e 	金額	c=21 d=0.637628 t=30955
jin guo 	金國	c=7 d=1.18404e-07 t=30955
jin jia 	進價	c=1 d=2.9835e-07 t=30955
jin jing 	進境	c=1 d=2.15082e-10 t=30955
jin mei su 	金黴素	c=1 d=1.62583e-12 t=30955
jin qu 	進去	c=2 d=1.06825e-12 t=30955
jin que 	緊缺	c=1 d=3.04584e-15 t=30955
jin rong 	金融	c=1 d=9.17231e-14 t=30955
jin ru 	進入	c=6 d=1.24079e-08 t=30955
jin sheng 	今生	c=1 d=4.68806e-13 t=30955
jin si 	金絲	c=1 d=1.01895e-15 t=30955
jin tian 	今天	c=13 d=6.3549e-07 t=30955
jin xiao cun 	進銷存	c=1 d=1.14019e-14 t=30955
jin xing 	進行	c=20 d=3.74187e-08 t=30955
jin yong 	禁用	c=7 d=1.23596e-05 t=30955
jin zhang 	緊張	c=1 d=4.38756e-15 t=30955
jin zhi 	禁止	c=2 d=3.74725e-12 t=30955
jin zhi 	進制	c=1 d=8.27944e-15 t=30955
jing 	京	c=1 d=1.1808e-14 t=30955
jing chang 	經常	c=2 d=7.55224e-13 t=30955
jing chang hui 	經常會	c=1 d=1.23515e-14 t=30955
jing dong 	京東	c=7 d=7.45291e-13 t=30955
jing du 	精度	c=5 d=1.98206e-09 t=30955
jing gao 	警告	c=4 d=5.97283e-13 t=30955
jing guo 	經過	c=1 d=2.71311e-07 t=30955
jing ji 	經濟	c=1 d=2.28421e-12 t=30955
jing li 	經歷	c=2 d=9.26155e-10 t=30955
jing ling 	精靈	c=6 d=0.440612 t=30955
jing que 	精確	c=1 d=5.33769e-27 t=30955
jing que du 	精確度	c=3 d=7.63422e-13 t=30955
jing shen 	精神	c=0 d=1.439e-18 t=30955
jing tai 	靜態	c=3 d=9.29595e-15 t=30955
jing wai 	境外	c=1 d=3.60779e-07 t=30955
jing xiang 	鏡像	c=3 d=0.000109558 t=30955
jing xiao shang 	經銷商	c=1 d=2.33035e-12 t=30955
jing yan 	經驗	c=1 d=4.00994e-15 t=30955
jing zhong 	淨重	c=1 d=5.63281e-13 t=30955
jiong 	囧	c=0 d=4.7301e-18 t=30955
jiong huo qu 	囧獲取	c=1 d=4.75381e-17 t=30955
jiu 	久	c=1 d=6.07254e-15 t=30955
jiu 	九	c=1 d=2.60806e-13 t=30955
jiu 	就	c=35 d=0.00647796 t=30955
jiu 	舊	c=1 d=8.6367e-12 t=30955
jiu cheng 	就成	c=1 d=1.67969e-13 t=30955
jiu de 	舊的	c=2 d=6.25057e-11 t=30955
jiu fen 	九分	c=1 d=4.34022e-05 t=30955
jiu fen 	糾紛	c=0 d=4.29704e-06 t=30955
jiu fen ku 	糾紛褲	c=1 d=4.31857e-05 t=30955
jiu ge 	九個	c=1 d=3.06059e-13 t=30955
jiu hao 	就好	c=2 d=0.000141955 t=30955
jiu hui 	就會	c=2 d=1.81268e-14 t=30955
jiu hui zai 	就會在	c=1 d=1.95657e-14 t=30955
jiu ke yi 	就可以	c=3 d=3.53635e-07 t=30955
jiu mei 	就沒	c=0 d=1.52746e-14 t=30955
jiu mei huan 	就沒還	c=1 d=1.53512e-13 t=30955
jiu shi 	就是	c=19 d=5.41869e-07 t=30955
jiu xiang 	就像	c=1 d=1.82901e-15 t=30955
jiu xing 	就行	c=1 d=7.25507e-20 t=30955
jiu yao 	就要	c=3 d=1.73532e-14 t=30955
jiu yong 	就用	c=1 d=3.61393e-27 t=30955
jiu zai 	就在	c=1 d=3.42472e-12 t=30955
jiu zhe you 	就這又	c=1 d=3.08389e-14 t=30955
ju 	據	c=1 d=6.16326e-13 t=30955
ju bao 	舉報	c=1 d=2.56923e-13 t=30955
ju bu 	局部	c=4 d=0.000867409 t=30955
ju ji 	聚集	c=0 d=1.86083e-13 t=30955
ju ji dao 	聚集到	c=1 d=1.87015e-12 t=30955
ju li 	舉例	c=1 d=3.11329e-08 t=30955
ju li 	距離	c=1 d=1.79249e-13 t=30955
ju lu 	鉅鹿	c=1 d=1.71893e-20 t=30955
ju ren 	巨人	c=1 d=5.04607e-13 t=30955
ju shou 	拒收	c=1 d=0.479505 t=30955
ju ti 	具體	c=3 d=8.29636e-07 t=30955
ju zhen 	矩陣	c=10 d=1.85534 t=30955
ju zhong 	居中	c=2 d=2.83233e-12 t=30955
jue cai 	決裁	c=3 d=3.21006e-05 t=30955
jue de 	覺得	c=2 d=1.8301e-12 t=30955
jue ding 	決定	c=3 d=0.000816895 t=30955
jue jin 	掘金	c=8 d=9.30639e-08 t=30955
jue se 	角色	c=41 d=1.37833e-11 t=30955
jue shi 	絕世	c=1 d=9.26451e-14 t=30955
jue wang 	絕望	c=1 d=0.00729913 t=30955
jun 	均	c=1 d=3.15379e-13 t=30955
ka 	卡	c=12 d=1.12226e-05 t=30955
ka dun 	卡頓	c=1 d=8.05007e-08 t=30955
ka hao 	卡號	c=0 d=1.09813e-14 t=30955
ka li 	卡里	c=1 d=7.97541e-16 t=30955
ka shua 	卡刷	c=1 d=4.01895e-12 t=30955
kai 	開	c=2 d=2.36678e-18 t=30955
kai fa 	開發	c=48 d=1.50926e-11 t=30955
kai fa gong ju 	開發工具	c=2 d=2.73642e-12 t=30955
kai fang 	開放	c=3 d=9.49258e-06 t=30955
kai hu 	開戶	c=2 d=1.27412e-12 t=30955
kai hu yin hang 	開戶銀行	c=1 d=1.22878e-12 t=30955
kai ji 	開機	c=5 d=2.49282e-08 t=30955
kai qi 	開啓	c=3 d=6.72398e-08 t=30955
kai shi 	開始	c=40 d=0.0249945 t=30955
kai shi jie shu 	開始結束	c=1 d=8.68146e-14 t=30955
kai shi shi jian 	開始時間	c=1 d=3.2409e-10 t=30955
kai tou 	開頭	c=1 d=1.6102e-16 t=30955
kai xin 	開心	c=1 d=2.11952e-14 t=30955
kai yuan 	開源	c=2 d=1.24134e-14 t=30955
kan 	看	c=12 d=0.00775579 t=30955
kan ba 	看吧	c=1 d=4.74977e-07 t=30955
kan bu dao 	看不到	c=1 d=2.28305e-06 t=30955
kan chu 	看出	c=0 d=2.71496e-16 t=30955
kan dao 	看到	c=2 d=1.48975e-13 t=30955
kan de dao 	看得到	c=1 d=9.95351e-05 t=30955
kan jia 	砍價	c=0 d=3.61025e-16 t=30955
kan kan 	侃侃	c=1 d=0.000249763 t=30955
kan kan 	看看	c=9 d=0.000378837 t=30955
kan kan er tan 	侃侃而談	c=1 d=0.000242381 t=30955
kan xia 	看下	c=1 d=1.35404e-07 t=30955
kan yi xia 	看一下	c=3 d=0.000152248 t=30955
kang qiao 	康橋	c=1 d=2.70096e-13 t=30955
kao 	靠	c=0 d=1.77465e-14 t=30955
kao bei 	拷貝	c=18 d=7.40481e-08 t=30955
kao he 	考覈	c=2 d=1.2218e-29 t=30955
kao he biao 	考覈表	c=1 d=9.30117e-31 t=30955
kao hou 	靠吼	c=1 d=1.77465e-13 t=30955
kao shi 	考試	c=1 d=1.43133e-13 t=30955
ke 	可	c=35 d=0.00404139 t=30955
ke 	課	c=3 d=0.00470396 t=30955
ke ai 	可愛	c=1 d=1.40567e-06 t=30955
ke an 	可按	c=2 d=8.30147e-16 t=30955
ke ban 	科班	c=1 d=4.25791e-15 t=30955
ke bian 	可變	c=1 d=2.88284e-15 t=30955
ke bian ji 	可編輯	c=9 d=7.11915e-13 t=30955
ke bie 	課別	c=1 d=2.06684e-12 t=30955
ke cha kan 	可查看	c=1 d=4.30142e-17 t=30955
ke cheng 	課程	c=1 d=0.000590229 t=30955
ke fu 	客服	c=2 d=1.13099e-07 t=30955
ke gen ju 	可根據	c=1 d=2.41336e-12 t=30955
ke hu 	客戶	c=123 d=0.124525 t=30955
ke hu bao jia 	客戶報價	c=10 d=0.535963 t=30955
ke hu ding dan 	客戶訂單	c=1 d=0.00402593 t=30955
ke hu duan 	客戶端	c=4 d=4.81498e-13 t=30955
ke hu hao 	客戶號	c=2 d=1.47841e-12 t=30955
ke hu pin fan 	客戶品番	c=1 d=1.46378e-12 t=30955
ke hu xun jia 	客戶詢價	c=3 d=1.31863e-25 t=30955
ke ji 	科技	c=3 d=1.13431e-12 t=30955
ke jian 	課件	c=1 d=1.15722e-12 t=30955
ke ke 	可可	c=0 d=0.000115923 t=30955
ke li 	柯里	c=0 d=1.09529e-13 t=30955
ke li hua 	柯里化	c=1 d=1.10078e-12 t=30955
ke neng 	可能	c=4 d=6.91594e-13 t=30955
ke sheng cheng 	可生成	c=1 d=5.73564e-20 t=30955
ke shi hua 	可視化	c=1 d=0.557106 t=30955
ke shi yong 	可使用	c=1 d=3.14887e-24 t=30955
ke tang 	課堂	c=5 d=3.96699e-12 t=30955
ke tong 	可通	c=0 d=2.79042e-15 t=30955
ke wei 	可爲	c=1 d=1.6687e-24 t=30955
ke xi 	可惜	c=2 d=3.47652e-12 t=30955
ke xiu gai 	可修改	c=2 d=8.85685e-14 t=30955
ke xu lie hua 	可序列化	c=1 d=3.37431e-14 t=30955
ke xuan 	可選	c=1 d=3.55589e-13 t=30955
ke xuan ze 	可選擇	c=1 d=3.02334e-16 t=30955
ke xue 	科學	c=4 d=1.46484e-13 t=30955
ke yi 	可以	c=46 d=0.141784 t=30955
ke yi bu 	可以不	c=1 d=1.3445e-12 t=30955
ke yi qu 	可以去	c=1 d=0.00900478 t=30955
ke yi yong 	可以用	c=1 d=3.91972e-12 t=30955
ke yong yu 	可用於	c=2 d=1.57838e-24 t=30955
ken ding 	肯定	c=4 d=0.00759701 t=30955
keng 	坑	c=3 d=4.18337e-14 t=30955
kong 	空	c=23 d=1.26126e-05 t=30955
kong bai 	空白	c=3 d=2.42853e-12 t=30955
kong chuan 	空串	c=1 d=2.82528e-13 t=30955
kong ge 	空格	c=6 d=1.37159e-12 t=30955
kong jian 	控件	c=3 d=5.74384e-13 t=30955
kong jian 	空間	c=1 d=4.38681e-13 t=30955
kong tiao 	空調	c=1 d=6.22097e-05 t=30955
kong zhi 	控制	c=16 d=2.58827e-10 t=30955
kong zhi ceng 	控制層	c=2 d=1.32448e-12 t=30955
kong zhi lun 	控制論	c=3 d=1.17775e-13 t=30955
kong zhi tai 	控制檯	c=2 d=2.58835e-12 t=30955
kong zhi zhen 	空指針	c=2 d=3.59163e-13 t=30955
kou 	釦	c=1 d=8.65906e-13 t=30955
kou tou 	口頭	c=1 d=7.27016e-15 t=30955
kou zhu bi fa 	口誅筆伐	c=1 d=2.62113e-13 t=30955
ku 	哭	c=2 d=8.21557e-10 t=30955
ku 	庫	c=17 d=0.000115346 t=30955
ku 	褲	c=1 d=4.72674e-05 t=30955
ku 	酷	c=1 d=2.62247e-19 t=30955
ku cun 	庫存	c=81 d=2.21446 t=30955
ku cun kuai zhao 	庫存快照	c=1 d=3.11435e-12 t=30955
ku nan 	苦難	c=1 d=3.94957e-13 t=30955
ku wei 	庫位	c=9 d=1.39751e-08 t=30955
ku zhe 	哭着	c=1 d=2.05122e-11 t=30955
ku zi 	褲子	c=1 d=8.68293e-16 t=30955
kua yue 	跨月	c=1 d=5.80335e-11 t=30955
kuai 	塊	c=3 d=0.00220948 t=30955
kuai 	快	c=5 d=0.904837 t=30955
kuai di 	快遞	c=2 d=0.00012341 t=30955
kuai ji 	會計	c=1 d=6.54439e-13 t=30955
kuai jie 	快捷	c=6 d=3.97896e-12 t=30955
kuai jie jian 	快捷鍵	c=18 d=8.25576e-08 t=30955
kuai lai 	快來	c=1 d=6.7112e-15 t=30955
kuai le 	快樂	c=2 d=0.758403 t=30955
kuai qi dong 	快啓動	c=1 d=6.69045e-08 t=30955
kuai su 	快速	c=18 d=6.80682e-05 t=30955
kuai su zhi nan 	快速指南	c=1 d=3.65472e-12 t=30955
kuai zhao 	快照	c=25 d=3.13576e-07 t=30955
kuan dai 	寬帶	c=4 d=2.04771e-19 t=30955
kuang 	框	c=8 d=6.28349e-06 t=30955
kuang bi jiao 	框比較	c=1 d=7.45291e-13 t=30955
kuang jia 	框架	c=7 d=3.98203e-12 t=30955
kuang nan 	礦難	c=1 d=7.04928e-05 t=30955
kun ming 	昆明	c=2 d=2.73481e-12 t=30955
kun ming shi 	昆明市	c=1 d=4.63564e-15 t=30955
kuo hao 	括號	c=2 d=6.40238e-12 t=30955
kuo zhan 	擴展	c=1 d=1.81082e-15 t=30955
kuo zhan ming 	擴展名	c=2 d=1.82777e-07 t=30955
la 	啦	c=2 d=0.690734 t=30955
la 	拉	c=2 d=5.73175e-12 t=30955
la gou 	拉鉤	c=1 d=1.48109e-13 t=30955
la gou wang 	拉鉤網	c=1 d=6.19521e-15 t=30955
la ping 	拉平	c=1 d=1.94112e-09 t=30955
la qu 	拉取	c=13 d=1.91046e-13 t=30955
lai 	來	c=3 d=1.79783e-13 t=30955
lai ba 	來吧	c=1 d=3.84276e-14 t=30955
lai chao 	來潮	c=1 d=1.08439e-12 t=30955
lai kan 	來看	c=1 d=1.75246e-12 t=30955
lai yuan 	來源	c=1 d=3.10684e-13 t=30955
lan 	欄	c=14 d=0.822835 t=30955
lan deng 	藍燈	c=1 d=3.86137e-12 t=30955
lan jie 	攔截	c=0 d=2.78322e-14 t=30955
lan jie qi 	攔截其	c=1 d=2.79716e-13 t=30955
lan ren 	懶人	c=2 d=3.25171e-12 t=30955
lan se 	藍色	c=4 d=5.90922e-14 t=30955
lang fei 	浪費	c=1 d=2.57588e-14 t=30955
lao 	老	c=0 d=1.52351e-13 t=30955
lao mao 	老毛	c=0 d=1.38639e-21 t=30955
lao mao tao 	老毛桃	c=3 d=4.75822e-20 t=30955
lao shi 	老師	c=3 d=1.91758e-12 t=30955
lao si ji 	老司機	c=1 d=1.53115e-12 t=30955
lao wu 	勞務	c=3 d=3.5051e-12 t=30955
lao wu fei 	勞務費	c=5 d=3.74409e-12 t=30955
lao xiao qu 	老校區	c=1 d=8.4249e-14 t=30955
lao yong hu 	老用戶	c=1 d=1.22115e-27 t=30955
lao zhao 	老趙	c=1 d=4.07969e-12 t=30955
le 	了	c=155 d=0.175422 t=30955
le ma 	了嗎	c=0 d=4.26821e-15 t=30955
le xing 	了性	c=2 d=3.31794e-10 t=30955
lei 	累	c=2 d=2.82801e-14 t=30955
lei 	類	c=96 d=1.54781e-06 t=30955
lei bie 	類別	c=7 d=0.170333 t=30955
lei he 	類和	c=1 d=1.19246e-12 t=30955
lei ke sa si 	雷克薩斯	c=1 d=1.09813e-13 t=30955
lei ming 	類名	c=2 d=5.80463e-13 t=30955
lei si 	類似	c=1 d=6.69729e-20 t=30955
lei si yu 	類似於	c=1 d=3.82295e-12 t=30955
lei tu 	類圖	c=1 d=3.84276e-14 t=30955
lei xing 	類型	c=109 d=1.1717 t=30955
lei zhong 	類中	c=6 d=1.41343e-12 t=30955
li 	李	c=3 d=6.72848e-12 t=30955
li 	歷	c=2 d=8.57292e-14 t=30955
li 	理	c=2 d=3.18387e-17 t=30955
li 	立	c=1 d=5.92158e-13 t=30955
li 	裏	c=52 d=0.000190335 t=30955
li 	離	c=1 d=3.37374e-12 t=30955
li bao 	禮包	c=1 d=0.00348252 t=30955
li cai 	理財	c=4 d=0.00702684 t=30955
li cheng 	歷程	c=1 d=0.000567086 t=30955
li de 	立德	c=1 d=6.4736e-15 t=30955
li gong xue yuan 	理工學院	c=0 d=6.61014e-14 t=30955
li jian 	利劍	c=1 d=2.09843e-14 t=30955
li jie 	理解	c=6 d=7.46421e-12 t=30955
li kai 	離開	c=2 d=4.84903e-15 t=30955
li li 	麗麗	c=2 d=1.28399e-12 t=30955
li lun 	理論	c=1 d=4.75221e-13 t=30955
li mian 	裏面	c=6 d=8.48182e-05 t=30955
li mu 	李沐	c=7 d=0.994707 t=30955
li ru 	例如	c=13 d=0.04573 t=30955
li run 	利潤	c=4 d=1.95019e-05 t=30955
li shi 	歷史	c=2 d=1.62991e-11 t=30955
li wu 	禮物	c=2 d=3.63776e-12 t=30955
li xi 	利息	c=15 d=2.5384e-18 t=30955
li xiang 	理想	c=2 d=6.16326e-13 t=30955
li yong 	利用	c=2 d=4.82402e-13 t=30955
lian 	聯	c=1 d=2.33035e-12 t=30955
lian 	臉	c=2 d=7.74281e-13 t=30955
lian 	鏈	c=8 d=1.16032e-08 t=30955
lian biao 	鏈表	c=1 d=4.08955e-11 t=30955
lian bu shang 	連不上	c=3 d=1.3814e-07 t=30955
lian de 	連得	c=1 d=3.81178e-07 t=30955
lian dong 	聯動	c=5 d=2.5441e-15 t=30955
lian jie 	聯結	c=2 d=4.49122e-15 t=30955
lian jie 	連接	c=17 d=0.827 t=30955
lian jie 	鏈接	c=7 d=5.38128e-05 t=30955
lian jie chi 	連接池	c=4 d=5.27548e-12 t=30955
lian qi lai 	連起來	c=1 d=1.15404e-09 t=30955
lian shang 	臉上	c=1 d=2.48171e-17 t=30955
lian shang 	連上	c=1 d=2.49414e-17 t=30955
lian tong 	聯通	c=3 d=0.000231521 t=30955
lian xi 	練習	c=1 d=0.000593188 t=30955
lian xi 	聯繫	c=8 d=2.60132e-12 t=30955
lian xi ren 	聯繫人	c=2 d=3.43125e-05 t=30955
lian xiang 	聯想	c=2 d=6.85472e-08 t=30955
liang 	兩	c=2 d=1.46025e-13 t=30955
liang 	量	c=3 d=1.62245e-09 t=30955
liang bian 	兩邊	c=1 d=2.46254e-14 t=30955
liang biao 	兩表	c=1 d=0.00467746 t=30955
liang ge 	兩個	c=16 d=8.29936e-11 t=30955
liang ge bao 	兩個包	c=1 d=3.12996e-12 t=30955
liang ge ren 	兩個人	c=1 d=5.12233e-13 t=30955
liang hang 	兩行	c=2 d=1.75246e-12 t=30955
liang kuan 	兩款	c=1 d=8.68293e-16 t=30955
liang lie 	兩列	c=1 d=2.02103e-13 t=30955
liang nian 	兩年	c=1 d=7.17678e-10 t=30955
liang nian lai 	兩年來	c=1 d=1.19266e-14 t=30955
liang nian qian 	兩年前	c=1 d=9.71601e-15 t=30955
liang qian duo 	兩千多	c=1 d=3.60031e-12 t=30955
liang tiao 	兩條	c=2 d=2.94769e-12 t=30955
liang wei 	兩位	c=6 d=7.89499e-14 t=30955
liang wei xiao shu 	兩位小數	c=1 d=4.42023e-14 t=30955
liang zhang 	兩張	c=2 d=4.32152e-13 t=30955
liang zhang biao 	兩張表	c=1 d=4.23954e-23 t=30955
liao 	廖	c=1 d=3.22528e-12 t=30955
liao de 	聊得	c=1 d=3.90084e-14 t=30955
liao jie 	瞭解	c=1 d=4.56585e-13 t=30955
liao jie dao 	瞭解到	c=1 d=1.02142e-14 t=30955
liao tian 	聊天	c=2 d=6.69341e-05 t=30955
liao xue feng 	廖雪峯	c=2 d=3.56267e-06 t=30955
lie 	列	c=36 d=0.00145904 t=30955
lie bian ji 	列編輯	c=2 d=3.44248e-14 t=30955
lie biao 	列表	c=24 d=0.616843 t=30955
lie biao qi 	列表器	c=1 d=1.1063e-12 t=30955
lie ming 	列名	c=10 d=1.8682e-14 t=30955
lie tou 	列頭	c=1 d=8.23815e-15 t=30955
lin shi 	臨時	c=10 d=3.45556e-13 t=30955
lin shi biao 	臨時表	c=8 d=7.13946e-13 t=30955
lin ye 	林業	c=0 d=9.70239e-16 t=30955
lin ye da xue 	林業大學	c=2 d=8.38807e-14 t=30955
ling 	令	c=1 d=0.106992 t=30955
ling 	凌	c=1 d=2.62747e-12 t=30955
ling 	零	c=2 d=1.22582e-13 t=30955
ling dao 	領導	c=1 d=2.69444e-14 t=30955
ling jian 	零件	c=1 d=1.4859e-12 t=30955
ling wai 	另外	c=2 d=1.03668e-12 t=30955
ling xian 	領先	c=1 d=1.00102e-12 t=30955
ling yu 	凌宇	c=5 d=3.77961e-05 t=30955
ling yu 	領域	c=1 d=2.66718e-12 t=30955
ling zhi 	零值	c=1 d=0.00105946 t=30955
liu 	流	c=2 d=2.8095e-06 t=30955
liu 	留	c=1 d=3.95912e-12 t=30955
liu cheng 	流程	c=14 d=3.99628e-08 t=30955
liu cheng tu 	流程圖	c=5 d=4.19258e-09 t=30955
liu da 	六大	c=1 d=1.48845e-15 t=30955
liu da yuan ze 	六大原則	c=2 d=2.71693e-15 t=30955
liu lan 	瀏覽	c=2 d=4.65492e-06 t=30955
liu lan qi 	瀏覽器	c=4 d=5.26942e-12 t=30955
lo 	咯	c=1 d=1.16905e-14 t=30955
long 	龍	c=0 d=4.06003e-15 t=30955
long ge 	龍哥	c=7 d=3.08619e-12 t=30955
lou 	嘍	c=2 d=1.18959e-13 t=30955
lou 	樓	c=1 d=3.14565e-12 t=30955
lou 	漏	c=1 d=5.02774e-29 t=30955
lou shang 	樓上	c=1 d=3.61025e-15 t=30955
