# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
jian she 	建設	c=2 d=1 t=30007
jian she yin hang 	建設銀行	c=1 d=0.0259911 t=25716
jian shi 	簡史	c=2 d=0.00920275 t=25716
jian shu 	簡書	c=5 d=0.279814 t=25716
jian shu 	簡述	c=1 d=0.690734 t=25716
jian suo 	檢索	c=12 d=1 t=28511
jian ting 	監聽	c=3 d=1 t=28473
jian wei 	鍵位	c=1 d=1 t=29480
jian yan 	檢驗	c=10 d=0.215907 t=25716
jian yi 	建議	c=2 d=0.758993 t=25716
jiang 	將	c=61 d=1.92087 t=30906
jiang 	講	c=3 d=2.8606 t=27563
jiang dong 	江東	c=2 d=0.1764 t=25716
jiang hui 	將會	c=5 d=3.81697 t=27562
jiang hui shu chu 	將會輸出	c=1 d=0.904837 t=25716
jiang ji 	降級	c=1 d=1 t=29086
jiang xu 	降序	c=3 d=0.365372 t=25716
jiang xue jin 	獎學金	c=1 d=0.0243554 t=25716
jiao 	交	c=1 d=0.218712 t=25716
jiao 	叫	c=2 d=1 t=29995
jiao ben 	腳本	c=31 d=1.98074 t=28888
jiao cheng 	教程	c=6 d=1.00301 t=30763
jiao dian 	焦點	c=2 d=0.000593354 t=25716
jiao hu 	交互	c=3 d=1.16075 t=25716
jiao huan 	交換	c=1 d=1 t=27723
jiao huan sheng 	交換生	c=2 d=0.00244983 t=25716
jiao ji 	交集	c=1 d=2.65939e-007 t=25716
jiao le 	交了	c=1 d=0.00029902 t=25716
jiao liu 	交流	c=4 d=0.694607 t=25716
jiao shi 	教師	c=2 d=0.39514 t=25716
jiao xue 	教學	c=1 d=0.298197 t=25716
jiao yan 	校驗	c=4 d=1 t=28595
jiao yi 	交易	c=24 d=2.87371 t=28817
jiao yu 	教育	c=15 d=1.58707 t=25716
jiao yu bu 	教育部	c=1 d=0.0608101 t=25716
jie 	接	c=1 d=1 t=27434
jie 	藉	c=1 d=0.00283702 t=25716
jie 	解	c=1 d=0.0349094 t=25716
jie bang 	解綁	c=6 d=3.76328 t=29223
jie cheng 	階乘	c=1 d=1 t=25013
jie da 	解答	c=1 d=4.22357e-008 t=25716
jie dao 	接到	c=2 d=0.0591447 t=25716
jie dian 	節點	c=118 d=3.15045 t=30814
jie dian lian 	節點鏈	c=3 d=1.91429 t=26694
jie dian shu 	節點樹	c=1 d=1 t=24851
jie duan 	截斷	c=1 d=1.3041e-006 t=25716
jie duan 	階段	c=2 d=0.0786628 t=25716
jie gou 	結構	c=6 d=1.00001 t=27524
jie guan 	接管	c=1 d=1.13138e-011 t=25716
jie guo 	結果	c=95 d=1.00256 t=30590
jie guo ji 	結果集	c=1 d=0.543351 t=25716
jie he 	結合	c=1 d=0.128735 t=25716
jie jia ri 	節假日	c=9 d=0.0314812 t=25716
jie jue 	解決	c=4 d=0.251595 t=25716
jie kai 	解開	c=7 d=0.10435 t=25716
jie kou 	接口	c=106 d=2.27142 t=29028
jie mi 	解密	c=2 d=0.0206635 t=25716
jie mian 	界面	c=1 d=0.737123 t=25716
jie qu 	截取	c=2 d=1 t=29009
jie ri 	節日	c=1 d=2.35418e-014 t=25716
jie ru dian 	接入點	c=1 d=0.00535353 t=25716
jie shi 	解釋	c=0 d=0.0913931 t=25716
jie shou 	接受	c=20 d=1.10377 t=28668
jie shou 	接收	c=5 d=0.65377 t=25716
jie shou zhe 	接受者	c=1 d=0.33454 t=25716
jie shou zhe 	接收者	c=0 d=0.0447088 t=25716
jie shu 	結束	c=25 d=1.02592 t=28588
jie shu bian ji 	結束編輯	c=2 d=1.70822 t=24485
jie shu shi jian 	結束時間	c=1 d=1 t=26586
jie tu 	截圖	c=3 d=1 t=29244
jie wei 	結尾	c=1 d=3.88812e-005 t=25716
jie xi 	解析	c=19 d=0.427594 t=25716
jie xi qi 	解析器	c=2 d=0.0156367 t=25716
jie xia lai 	接下來	c=1 d=0.00690852 t=25716
jie ya 	解壓	c=2 d=1.94147e-011 t=25716
jie yi 	解疑	c=4 d=0.0677877 t=25716
jie yong 	借用	c=1 d=0.00856561 t=25716
jie yu 	介於	c=1 d=1 t=30060
jie zhuan 	結轉	c=1 d=1 t=25281
jin 	僅	c=2 d=0.0969411 t=25716
jin 	近	c=3 d=0.0448124 t=25716
jin 	進	c=3 d=0.00181803 t=25716
jin cheng 	進程	c=4 d=0.959606 t=25716
jin du 	進度	c=3 d=0.0412007 t=25716
jin e 	金額	c=21 d=1 t=30865
jin guo 	金國	c=7 d=1.96567 t=27630
jin jia 	進價	c=1 d=1 t=27950
jin jing 	進境	c=1 d=1 t=26503
jin mei su 	金黴素	c=1 d=0.386741 t=25716
jin qu 	進去	c=2 d=0.254107 t=25716
jin que 	緊缺	c=1 d=0.000724521 t=25716
jin rong 	金融	c=1 d=0.0218184 t=25716
jin ru 	進入	c=6 d=1.00007 t=27314
jin sheng 	今生	c=1 d=0.111516 t=25716
jin si 	金絲	c=1 d=0.000242381 t=25716
jin tian 	今天	c=13 d=0.258239 t=28372
jin xiao cun 	進銷存	c=1 d=0.00271219 t=25716
jin xing 	進行	c=20 d=2.3488 t=27364
jin yong 	禁用	c=7 d=2.89771 t=28482
jin zhang 	緊張	c=1 d=0.00104368 t=25716
jin zhi 	禁止	c=2 d=0.891366 t=25716
jin zhi 	進制	c=1 d=0.00196945 t=25716
jing 	京	c=1 d=0.00280879 t=25716
jing chang 	經常	c=2 d=0.179647 t=25716
jing chang hui 	經常會	c=1 d=0.00293808 t=25716
jing dong 	京東	c=7 d=0.177284 t=25716
jing du 	精度	c=5 d=1.00087 t=26947
jing gao 	警告	c=4 d=0.142077 t=25716
jing guo 	經過	c=1 d=1 t=27931
jing ji 	經濟	c=1 d=0.543351 t=25716
jing li 	經歷	c=2 d=1.00002 t=26795
jing ling 	精靈	c=6 d=1.00041 t=30791
jing que 	精確	c=1 d=1.26969e-015 t=25716
jing que du 	精確度	c=3 d=0.181597 t=25716
jing shen 	精神	c=0 d=3.42298e-007 t=25716
jing tai 	靜態	c=3 d=0.00221125 t=25716
jing wai 	境外	c=1 d=1 t=27988
jing xiang 	鏡像	c=3 d=1.011 t=29129
jing xiao shang 	經銷商	c=1 d=0.554327 t=25716
jing yan 	經驗	c=1 d=0.000953854 t=25716
jing zhong 	淨重	c=1 d=0.133989 t=25716
jiong 	囧	c=0 d=1.12516e-006 t=25716
jiong huo qu 	囧獲取	c=1 d=1.1308e-005 t=25716
jiu 	久	c=1 d=0.00144449 t=25716
jiu 	九	c=1 d=0.0620385 t=25716
jiu 	就	c=35 d=1.00065 t=29947
jiu 	舊	c=1 d=1 t=25860
jiu cheng 	就成	c=1 d=0.0399551 t=25716
jiu de 	舊的	c=2 d=1.00928 t=26254
jiu fen 	九分	c=1 d=1 t=28946
jiu fen 	糾紛	c=0 d=0.1 t=28944
jiu fen ku 	糾紛褲	c=1 d=1 t=28945
jiu ge 	九個	c=1 d=0.0728029 t=25716
jiu hao 	就好	c=2 d=1 t=29183
jiu hui 	就會	c=2 d=0.00431187 t=25716
jiu hui zai 	就會在	c=1 d=0.00465413 t=25716
jiu ke yi 	就可以	c=3 d=1 t=27984
jiu mei 	就沒	c=0 d=0.0036334 t=25716
jiu mei huan 	就沒還	c=1 d=0.0365162 t=25716
jiu shi 	就是	c=19 d=1.00176 t=28069
jiu xiang 	就像	c=1 d=0.000435072 t=25716
jiu xing 	就行	c=1 d=1.72578e-008 t=25716
jiu yao 	就要	c=3 d=0.00412784 t=25716
jiu yong 	就用	c=1 d=8.59655e-016 t=25716
jiu zai 	就在	c=1 d=0.814647 t=25716
jiu zhe you 	就這又	c=1 d=0.00733572 t=25716
ju 	據	c=1 d=0.146607 t=25716
ju bao 	舉報	c=1 d=0.0611149 t=25716
ju bu 	局部	c=4 d=1 t=29545
ju ji 	聚集	c=0 d=0.0442639 t=25716
ju ji dao 	聚集到	c=1 d=0.444858 t=25716
ju li 	舉例	c=1 d=1 t=27498
ju li 	距離	c=1 d=0.0426384 t=25716
ju lu 	鉅鹿	c=1 d=4.08886e-009 t=25716
ju ren 	巨人	c=1 d=0.120032 t=25716
ju shou 	拒收	c=1 d=1 t=30808
ju ti 	具體	c=3 d=1.12493 t=28131
ju zhen 	矩陣	c=10 d=5.09403 t=30753
ju zhong 	居中	c=2 d=0.673734 t=25716
jue cai 	決裁	c=3 d=2.7003 t=28687
jue de 	覺得	c=2 d=0.435329 t=25716
jue ding 	決定	c=3 d=1 t=29533
jue jin 	掘金	c=8 d=1.00002 t=27717
jue se 	角色	c=41 d=3.27866 t=25716
jue shi 	絕世	c=1 d=0.0220377 t=25716
jue wang 	絕望	c=1 d=1 t=29971
jun 	均	c=1 d=0.07502 t=25716
ka 	卡	c=12 d=0.1 t=29136
ka dun 	卡頓	c=1 d=1 t=27688
ka hao 	卡號	c=0 d=0.00261214 t=25716
ka li 	卡里	c=1 d=0.000189713 t=25716
ka shua 	卡刷	c=1 d=0.955997 t=25716
kai 	開	c=2 d=5.62992e-007 t=25716
kai fa 	開發	c=48 d=3.59011 t=25716
kai fa gong ju 	開發工具	c=2 d=0.650919 t=25716
kai fang 	開放	c=3 d=1 t=28642
kai hu 	開戶	c=2 d=0.303079 t=25716
kai hu yin hang 	開戶銀行	c=1 d=0.292293 t=25716
kai ji 	開機	c=5 d=0.100032 t=27914
kai qi 	開啓	c=3 d=1 t=27652
kai shi 	開始	c=40 d=1.956 t=30083
kai shi jie shu 	開始結束	c=1 d=0.0206508 t=25716
kai shi shi jian 	開始時間	c=1 d=1 t=26585
kai tou 	開頭	c=1 d=3.83023e-005 t=25716
kai xin 	開心	c=1 d=0.00504176 t=25716
kai yuan 	開源	c=2 d=0.0029528 t=25716
kan 	看	c=12 d=1.0057 t=29982
kan ba 	看吧	c=1 d=1 t=28043
kan bu dao 	看不到	c=1 d=1 t=28357
kan chu 	看出	c=0 d=0.1 t=24247
kan dao 	看到	c=2 d=0.035437 t=25716
kan de dao 	看得到	c=1 d=1 t=29112
kan jia 	砍價	c=0 d=8.58778e-005 t=25716
kan kan 	侃侃	c=1 d=1 t=29296
kan kan 	看看	c=9 d=1.95736 t=29245
kan kan er tan 	侃侃而談	c=1 d=1 t=29290
kan xia 	看下	c=1 d=1 t=27792
kan yi xia 	看一下	c=3 d=1 t=29197
kang qiao 	康橋	c=1 d=0.0642483 t=25716
kao 	靠	c=0 d=0.00422141 t=25716
kao bei 	拷貝	c=18 d=1.00145 t=27671
kao he 	考覈	c=2 d=2.90633e-018 t=25716
kao he biao 	考覈表	c=1 d=2.21249e-019 t=25716
kao hou 	靠吼	c=1 d=0.0422141 t=25716
kao shi 	考試	c=1 d=0.0340475 t=25716
ke 	可	c=35 d=1.23224 t=29811
ke 	課	c=3 d=1.99501 t=29745
ke ai 	可愛	c=1 d=1 t=28260
ke an 	可按	c=2 d=0.000197469 t=25716
ke ban 	科班	c=1 d=0.00101284 t=25716
ke bian 	可變	c=1 d=0.000685748 t=25716
ke bian ji 	可編輯	c=9 d=0.169345 t=25716
ke bie 	課別	c=1 d=0.491644 t=25716
ke cha kan 	可查看	c=1 d=1.02319e-005 t=25716
ke cheng 	課程	c=1 d=1 t=29468
ke fu 	客服	c=2 d=1 t=27756
ke gen ju 	可根據	c=1 d=0.574072 t=25716
ke hu 	客戶	c=123 d=2.16355 t=30384
ke hu bao jia 	客戶報價	c=10 d=1.00633 t=30829
ke hu ding dan 	客戶訂單	c=1 d=1 t=29852
ke hu duan 	客戶端	c=4 d=0.114535 t=25716
ke hu hao 	客戶號	c=2 d=0.351673 t=25716
ke hu pin fan 	客戶品番	c=1 d=0.348192 t=25716
ke hu xun jia 	客戶詢價	c=3 d=3.13665e-014 t=25716
ke ji 	科技	c=3 d=0.26982 t=25716
ke jian 	課件	c=1 d=0.275271 t=25716
ke ke 	可可	c=0 d=0.1 t=29603
ke li 	柯里	c=0 d=0.026054 t=25716
ke li hua 	柯里化	c=1 d=0.261846 t=25716
ke neng 	可能	c=4 d=0.164511 t=25716
ke sheng cheng 	可生成	c=1 d=1.36435e-008 t=25716
ke shi hua 	可視化	c=1 d=1 t=30838
ke shi yong 	可使用	c=1 d=7.49028e-013 t=25716
ke tang 	課堂	c=5 d=0.943637 t=25716
ke tong 	可通	c=0 d=0.000663763 t=25716
ke wei 	可爲	c=1 d=3.96937e-013 t=25716
ke xi 	可惜	c=2 d=0.826967 t=25716
ke xiu gai 	可修改	c=2 d=0.021068 t=25716
ke xu lie hua 	可序列化	c=1 d=0.00802655 t=25716
ke xuan 	可選	c=1 d=0.0845849 t=25716
ke xuan ze 	可選擇	c=1 d=7.19168e-005 t=25716
ke xue 	科學	c=4 d=0.0348444 t=25716
ke yi 	可以	c=46 d=1.12361 t=30541
ke yi bu 	可以不	c=1 d=0.319819 t=25716
ke yi qu 	可以去	c=1 d=1 t=30013
ke yi yong 	可以用	c=1 d=0.932394 t=25716
ke yong yu 	可用於	c=2 d=3.75453e-013 t=25716
ken ding 	肯定	c=4 d=1 t=29979
keng 	坑	c=3 d=0.00995107 t=25716
kong 	空	c=23 d=1.01429 t=28696
kong bai 	空白	c=3 d=0.577681 t=25716
kong chuan 	空串	c=1 d=0.0672055 t=25716
kong ge 	空格	c=6 d=0.326264 t=25716
kong jian 	控件	c=3 d=0.13663 t=25716
kong jian 	空間	c=1 d=0.10435 t=25716
kong tiao 	空調	c=1 d=1 t=29018
kong zhi 	控制	c=16 d=1.01019 t=26538
kong zhi ceng 	控制層	c=2 d=0.315058 t=25716
kong zhi lun 	控制論	c=3 d=0.0280154 t=25716
kong zhi tai 	控制檯	c=2 d=0.615697 t=25716
kong zhi zhen 	空指針	c=2 d=0.085435 t=25716
kou 	釦	c=1 d=0.205975 t=25716
kou tou 	口頭	c=1 d=0.00172937 t=25716
kou zhu bi fa 	口誅筆伐	c=1 d=0.0623495 t=25716
ku 	哭	c=2 d=1.00018 t=26771
ku 	庫	c=17 d=0.100001 t=29602
ku 	褲	c=1 d=1.1 t=28944
ku 	酷	c=1 d=6.23813e-008 t=25716
ku cun 	庫存	c=81 d=2.77322 t=30910
ku cun kuai zhao 	庫存快照	c=1 d=1 t=25656
ku nan 	苦難	c=1 d=0.0939493 t=25716
ku wei 	庫位	c=9 d=1.60642 t=27243
ku zhe 	哭着	c=1 d=1 t=26033
ku zi 	褲子	c=1 d=0.000206543 t=25716
kua yue 	跨月	c=1 d=1 t=26241
kuai 	塊	c=3 d=1 t=29732
kuai 	快	c=5 d=1 t=30935
kuai di 	快遞	c=2 d=1 t=29155
kuai ji 	會計	c=1 d=0.155673 t=25716
kuai jie 	快捷	c=6 d=0.946485 t=25716
kuai jie jian 	快捷鍵	c=18 d=1.00023 t=27693
kuai lai 	快來	c=1 d=0.00159641 t=25716
kuai le 	快樂	c=2 d=1.95123 t=30766
kuai qi dong 	快啓動	c=1 d=1 t=27651
kuai su 	快速	c=18 d=1 t=29036
kuai su zhi nan 	快速指南	c=1 d=0.869358 t=25716
kuai zhao 	快照	c=25 d=0.106968 t=28407
kuan dai 	寬帶	c=4 d=4.87094e-008 t=25716
kuang 	框	c=8 d=0.1 t=29020
kuang bi jiao 	框比較	c=1 d=0.177284 t=25716
kuang jia 	框架	c=7 d=0.947216 t=25716
kuang nan 	礦難	c=1 d=1 t=29043
kun ming 	昆明	c=2 d=0.650535 t=25716
kun ming shi 	昆明市	c=1 d=0.00110269 t=25716
kuo hao 	括號	c=2 d=1.52295 t=25716
kuo zhan 	擴展	c=1 d=0.000430743 t=25716
kuo zhan ming 	擴展名	c=2 d=1 t=27852
la 	啦	c=2 d=1 t=30881
la 	拉	c=2 d=1 t=25778
la gou 	拉鉤	c=1 d=0.035231 t=25716
la gou wang 	拉鉤網	c=1 d=0.00147367 t=25716
la ping 	拉平	c=1 d=1 t=26943
la qu 	拉取	c=13 d=0.0454445 t=25716
lai 	來	c=3 d=0.0427653 t=25716
lai ba 	來吧	c=1 d=0.00914087 t=25716
lai chao 	來潮	c=1 d=0.257947 t=25716
lai kan 	來看	c=1 d=0.416862 t=25716
lai yuan 	來源	c=1 d=0.0739031 t=25716
lan 	欄	c=14 d=1 t=30916
lan deng 	藍燈	c=1 d=0.918512 t=25716
lan jie 	攔截	c=0 d=0.0066205 t=25716
lan jie qi 	攔截其	c=1 d=0.0665368 t=25716
lan ren 	懶人	c=2 d=0.773492 t=25716
lan se 	藍色	c=4 d=0.0140564 t=25716
lang fei 	浪費	c=1 d=0.00612731 t=25716
lao 	老	c=0 d=0.0362402 t=25716
lao mao 	老毛	c=0 d=3.29783e-010 t=25716
lao mao tao 	老毛桃	c=3 d=1.13185e-008 t=25716
lao shi 	老師	c=3 d=0.45614 t=25716
lao si ji 	老司機	c=1 d=0.364219 t=25716
lao wu 	勞務	c=3 d=0.833766 t=25716
lao wu fei 	勞務費	c=5 d=0.890616 t=25716
lao xiao qu 	老校區	c=1 d=0.0200405 t=25716
lao yong hu 	老用戶	c=1 d=2.90479e-016 t=25716
lao zhao 	老趙	c=1 d=0.970446 t=25716
le 	了	c=155 d=5.17811 t=30278
le ma 	了嗎	c=0 d=0.00101529 t=25716
le xing 	了性	c=2 d=1.05495 t=26579
lei 	累	c=2 d=1.70469 t=24609
lei 	類	c=96 d=1.70119 t=28173
lei bie 	類別	c=7 d=1 t=30601
lei he 	類和	c=1 d=0.283654 t=25716
lei ke sa si 	雷克薩斯	c=1 d=0.0261214 t=25716
lei ming 	類名	c=2 d=0.138076 t=25716
lei si 	類似	c=1 d=1.5931e-008 t=25716
lei si yu 	類似於	c=1 d=0.909373 t=25716
lei tu 	類圖	c=1 d=1 t=24777
lei xing 	類型	c=109 d=2.48049 t=30805
lei zhong 	類中	c=6 d=0.336216 t=25716
li 	李	c=3 d=1.60052 t=25716
li 	歷	c=2 d=0.0203926 t=25716
li 	理	c=2 d=7.57354e-006 t=25716
li 	立	c=1 d=0.140858 t=25716
li 	裏	c=52 d=1.00328 t=29241
li 	離	c=1 d=0.802519 t=25716
li bao 	禮包	c=1 d=1 t=29823
li cai 	理財	c=4 d=2.96531 t=29746
li cheng 	歷程	c=1 d=1 t=29460
li de 	立德	c=1 d=0.00153989 t=25716
li gong xue yuan 	理工學院	c=0 d=0.0157237 t=25716
li jian 	利劍	c=1 d=0.00499159 t=25716
li jie 	理解	c=6 d=1.77553 t=25716
li kai 	離開	c=2 d=0.00115345 t=25716
li li 	麗麗	c=2 d=0.305425 t=25716
li lun 	理論	c=1 d=0.113042 t=25716
li mian 	裏面	c=6 d=1 t=29080
li mu 	李沐	c=7 d=1.025 t=30949
li ru 	例如	c=13 d=1 t=30338
li run 	利潤	c=4 d=1 t=28786
li shi 	歷史	c=2 d=1.00009 t=25987
li wu 	禮物	c=2 d=0.865322 t=25716
li xi 	利息	c=15 d=6.03814e-007 t=25716
li xiang 	理想	c=2 d=0.146607 t=25716
li yong 	利用	c=2 d=0.11475 t=25716
lian 	聯	c=1 d=0.554327 t=25716
lian 	臉	c=2 d=0.18418 t=25716
lian 	鏈	c=8 d=2.79551 t=27095
lian biao 	鏈表	c=1 d=1 t=26171
lian bu shang 	連不上	c=3 d=1 t=27796
lian de 	連得	c=1 d=1 t=27999
lian dong 	聯動	c=5 d=0.000605171 t=25716
lian jie 	聯結	c=2 d=1.96079 t=24213
lian jie 	連接	c=17 d=1.00005 t=30917
lian jie 	鏈接	c=7 d=1 t=28989
lian jie chi 	連接池	c=4 d=1.25489 t=25716
lian qi lai 	連起來	c=1 d=1 t=26839
lian shang 	臉上	c=1 d=5.90329e-006 t=25716
lian shang 	連上	c=1 d=5.93288e-006 t=25716
lian tong 	聯通	c=3 d=1.91393 t=29151
lian xi 	練習	c=1 d=1 t=29469
lian xi 	聯繫	c=8 d=0.618783 t=25716
lian xi ren 	聯繫人	c=2 d=1 t=28899
lian xiang 	聯想	c=2 d=1.10435 t=27636
liang 	兩	c=2 d=0.0347353 t=25716
liang 	量	c=3 d=1.00067 t=26907
liang bian 	兩邊	c=1 d=0.00585769 t=25716
liang biao 	兩表	c=1 d=1 t=29882
liang ge 	兩個	c=16 d=1.07009 t=26299
liang ge bao 	兩個包	c=1 d=0.744532 t=25716
liang ge ren 	兩個人	c=1 d=0.121846 t=25716
liang hang 	兩行	c=2 d=0.416862 t=25716
liang kuan 	兩款	c=1 d=0.000206543 t=25716
liang lie 	兩列	c=1 d=0.0480747 t=25716
liang nian 	兩年	c=1 d=1 t=26744
liang nian lai 	兩年來	c=1 d=0.00283702 t=25716
liang nian qian 	兩年前	c=1 d=0.00231117 t=25716
liang qian duo 	兩千多	c=1 d=0.856415 t=25716
liang tiao 	兩條	c=2 d=0.701173 t=25716
liang wei 	兩位	c=6 d=0.01878 t=25716
liang wei xiao shu 	兩位小數	c=1 d=0.0105145 t=25716
liang zhang 	兩張	c=2 d=0.102797 t=25716
liang zhang biao 	兩張表	c=1 d=1.00847e-011 t=25716
liao 	廖	c=1 d=0.767206 t=25716
liao de 	聊得	c=1 d=0.00927901 t=25716
liao jie 	瞭解	c=1 d=0.108609 t=25716
liao jie dao 	瞭解到	c=1 d=0.00242967 t=25716
liao tian 	聊天	c=2 d=1.9802 t=28896
liao xue feng 	廖雪峯	c=2 d=1 t=28446
lie 	列	c=36 d=1.00002 t=29649
lie bian ji 	列編輯	c=2 d=0.0081887 t=25716
lie biao 	列表	c=24 d=2.40334 t=30683
lie biao qi 	列表器	c=1 d=0.263158 t=25716
lie ming 	列名	c=10 d=0.00444393 t=25716
lie tou 	列頭	c=1 d=1 t=24469
lin shi 	臨時	c=10 d=0.0821982 t=25716
lin shi biao 	臨時表	c=8 d=0.169828 t=25716
lin ye 	林業	c=0 d=0.000230793 t=25716
lin ye da xue 	林業大學	c=2 d=0.0199529 t=25716
ling 	令	c=1 d=1 t=30508
ling 	凌	c=1 d=0.625002 t=25716
ling 	零	c=2 d=0.0291588 t=25716
ling dao 	領導	c=1 d=0.00640933 t=25716
ling jian 	零件	c=1 d=0.353455 t=25716
ling wai 	另外	c=2 d=0.246597 t=25716
ling xian 	領先	c=1 d=0.238115 t=25716
ling yu 	凌宇	c=5 d=1.71892 t=28810
ling yu 	領域	c=1 d=0.634448 t=25716
ling zhi 	零值	c=1 d=1 t=29585
liu 	流	c=2 d=0.100008 t=28859
liu 	留	c=1 d=0.941765 t=25716
liu cheng 	流程	c=14 d=1.11036 t=27527
liu cheng tu 	流程圖	c=5 d=1.00005 t=27097
liu da 	六大	c=1 d=0.00035406 t=25716
liu da yuan ze 	六大原則	c=2 d=0.000646282 t=25716
liu lan 	瀏覽	c=2 d=0.1 t=28960
liu lan qi 	瀏覽器	c=4 d=1.25345 t=25716
lo 	咯	c=1 d=0.00278085 t=25716
long 	龍	c=0 d=0.00096577 t=25716
long ge 	龍哥	c=7 d=0.734119 t=25716
lou 	嘍	c=2 d=0.028297 t=25716
lou 	樓	c=1 d=0.748264 t=25716
lou 	漏	c=1 d=1.19596e-017 t=25716
lou shang 	樓上	c=1 d=0.000858778 t=25716
lou xi 	陋習	c=1 d=0.0188734 t=25716
lou zhu 	樓主	c=1 d=0.000845993 t=25716
lu 	擼	c=1 d=0.00603608 t=25716
lu 	路	c=6 d=1 t=28390
lu 	錄	c=5 d=1.39034e-005 t=25716
lu fei 	路費	c=1 d=0.00869506 t=25716
lu jing 	路徑	c=59 d=1.01604 t=30780
lu jing ming 	路徑名	c=1 d=0.565525 t=25716
lu ru 	錄入	c=9 d=0.415632 t=25716
lu you 	路由	c=3 d=1 t=30939
lu you qi 	路由器	c=6 d=1 t=28694
luan 	亂	c=0 d=8.58778e-005 t=25716
luan kan jia 	亂砍價	c=1 d=0.000863083 t=25716
luan ma 	亂碼	c=5 d=0.0254765 t=25716
lun 	論	c=1 d=1.50395e-007 t=25716
lun tan 	論壇	c=5 d=0.0490062 t=25716
lun zi 	輪子	c=1 d=0.00687406 t=25716
luo di 	落地	c=0 d=5.39429e-005 t=25716
luo di biao 	落地表	c=1 d=0.000542133 t=25716
luo gang 	蘿崗	c=1 d=1 t=25716
luo ji 	邏輯	c=26 d=2.0542 t=26088
luo ji men 	邏輯門	c=4 d=0.254622 t=25716
luo ji yun suan 	邏輯運算	c=1 d=0.111359 t=25716
luo ma 	羅馬	c=1 d=1 t=29923
luo si 	螺絲	c=1 d=0.955997 t=25716
luo yang 	洛陽	c=0 d=0.0157237 t=25716
luo yang li gong xue yuan 	洛陽理工學院	c=1 d=0.158025 t=25716
lv 	率	c=42 d=2.98298 t=30095
lv se 	綠色	c=1 d=0.00822975 t=25716
ma 	嗎	c=42 d=2.15381 t=28561
ma 	嘛	c=6 d=1 t=30002
ma 	碼	c=11 d=1.09325 t=29105
ma 	馬	c=1 d=4.95556e-006 t=25716
ma en 	馬恩	c=1 d=0.0271874 t=25716
ma fan 	麻煩	c=3 d=0.1 t=29178
ma ke si 	馬克思	c=1 d=0.0270518 t=25716
ma nong 	碼農	c=1 d=0.0620385 t=25716
ma pi 	馬屁	c=1 d=1 t=26296
ma shang 	馬上	c=2 d=0.0333733 t=25716
ma tong 	馬桶	c=0 d=0.000657159 t=25716
ma tong xi 	馬桶吸	c=1 d=0.00660453 t=25716
ma yi 	螞蟻	c=1 d=2.81894e-016 t=25716
mai 	買	c=6 d=0.100001 t=28697
mai 	賣	c=1 d=1 t=27959
mai ba 	買吧	c=2 d=0.373439 t=25716
mai ba 	麥霸	c=1 d=0.371577 t=25716
mai fang 	買房	c=1 d=1 t=28210
mai fang 	買方	c=2 d=1.37536e-014 t=25716
mai fang fu xi 	買方付息	c=1 d=6.5783e-015 t=25716
mai ge 	買個	c=1 d=2.22706e-008 t=25716
mai guo 	買過	c=1 d=0.83527 t=25716
mai hao 	買好	c=1 d=0.722527 t=25716
mai le 	買了	c=2 d=0.749258 t=25716
mai na tiao 	買那條	c=1 d=0.891366 t=25716
mai yi ge 	買一個	c=1 d=0.404542 t=25716
man man 	滿滿	c=1 d=1 t=29936
man man lai 	慢慢來	c=1 d=2.19958e-009 t=25716
mang 	忙	c=2 d=1.00174 t=26764
mang shen me 	忙什麼	c=1 d=0.0713613 t=25716
mang zhe 	忙着	c=1 d=0.0409665 t=25716
mao 	貓	c=5 d=1 t=30341
mao hao 	冒號	c=1 d=0.10383 t=25716
mao li 	毛利	c=6 d=4.37184 t=28827
mao mao 	毛毛	c=0 d=0.000105417 t=25716
mao yi 	貿易	c=24 d=1.02211 t=30743
mao yi huo ban 	貿易伙伴	c=16 d=2.015 t=29905
mao ze dong 	毛澤東	c=5 d=0.133929 t=25716
me 	麼	c=5 d=0.229139 t=25716
mei 	每	c=4 d=1.57407 t=30665
mei 	沒	c=15 d=0.159005 t=29984
mei 	美	c=1 d=0.0342181 t=25716
mei bao cun 	沒保存	c=1 d=5.262e-006 t=25716
mei bi yao 	沒必要	c=1 d=0.00279479 t=25716
mei ce shi 	沒測試	c=1 d=0.0992613 t=25716
mei ceng 	每層	c=2 d=1.96561 t=30679
mei cha 	沒查	c=1 d=0.182684 t=25716
mei ci 	每次	c=3 d=1.0014 t=26816
mei cuo 	沒錯	c=2 d=1.94649 t=29247
mei dong guo 	沒動過	c=1 d=1 t=27996
mei fan yi 	沒翻譯	c=1 d=0.618783 t=25716
mei fan ying 	沒反映	c=1 d=1 t=29875
mei ge 	每個	c=2 d=1 t=30328
mei guan xi 	沒關係	c=3 d=0.00891518 t=25716
mei guo 	美國	c=2 d=7.87482e-006 t=25716
mei hang 	每行	c=3 d=0.0617291 t=25716
mei hu kou 	沒戶口	c=1 d=1 t=29985
mei hua 	美化	c=3 d=1 t=30924
mei jian 	每件	c=1 d=1 t=26854
mei jing shen 	沒精神	c=1 d=3.44013e-006 t=25716
